granule,date,datetime,flight_direction,relative_orbit,full_burst_id,subswath,polarization,platform
S1_154962_IW2_20240315T164437_VV_4271-BURST,2024-03-15,2024-03-15 16:44:38,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20240322T163626_VV_AAD0-BURST,2024-03-22,2024-03-22 16:36:27,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20240322T163629_VV_5D56-BURST,2024-03-22,2024-03-22 16:36:30,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20240324T050920_VV_E19E-BURST,2024-03-24,2024-03-24 05:09:21,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20240324T050923_VV_E19E-BURST,2024-03-24,2024-03-24 05:09:24,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20240327T164437_VV_DE7E-BURST,2024-03-27,2024-03-27 16:44:38,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20240403T163627_VV_4330-BURST,2024-04-03,2024-04-03 16:36:28,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20240403T163630_VV_5B72-BURST,2024-04-03,2024-04-03 16:36:31,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20240405T050921_VV_7268-BURST,2024-04-05,2024-04-05 05:09:22,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20240405T050924_VV_7268-BURST,2024-04-05,2024-04-05 05:09:25,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20240408T164438_VV_4077-BURST,2024-04-08,2024-04-08 16:44:39,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20240415T163627_VV_4B8F-BURST,2024-04-15,2024-04-15 16:36:28,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20240415T163629_VV_1CA0-BURST,2024-04-15,2024-04-15 16:36:30,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20240417T050921_VV_B4FA-BURST,2024-04-17,2024-04-17 05:09:22,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20240417T050924_VV_B4FA-BURST,2024-04-17,2024-04-17 05:09:25,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20240420T164438_VV_4061-BURST,2024-04-20,2024-04-20 16:44:39,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20240427T163627_VV_2C8D-BURST,2024-04-27,2024-04-27 16:36:28,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20240427T163630_VV_5B2A-BURST,2024-04-27,2024-04-27 16:36:31,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20240429T050922_VV_1DE9-BURST,2024-04-29,2024-04-29 05:09:23,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20240429T050924_VV_1DE9-BURST,2024-04-29,2024-04-29 05:09:25,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20240502T164438_VV_6F89-BURST,2024-05-02,2024-05-02 16:44:39,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20240509T163628_VV_3C8D-BURST,2024-05-09,2024-05-09 16:36:29,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20240509T163630_VV_5CE1-BURST,2024-05-09,2024-05-09 16:36:31,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20240511T050922_VV_59B3-BURST,2024-05-11,2024-05-11 05:09:23,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20240511T050924_VV_59B3-BURST,2024-05-11,2024-05-11 05:09:25,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20240514T164438_VV_CCEA-BURST,2024-05-14,2024-05-14 16:44:39,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20240521T163627_VV_1C1B-BURST,2024-05-21,2024-05-21 16:36:28,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20240521T163629_VV_1FE6-BURST,2024-05-21,2024-05-21 16:36:31,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20240523T050921_VV_1FAE-BURST,2024-05-23,2024-05-23 05:09:22,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20240523T050924_VV_1FAE-BURST,2024-05-23,2024-05-23 05:09:25,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20240526T164438_VV_3791-BURST,2024-05-26,2024-05-26 16:44:39,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20240602T163627_VV_13D7-BURST,2024-06-02,2024-06-02 16:36:28,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20240602T163630_VV_DB6F-BURST,2024-06-02,2024-06-02 16:36:31,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20240604T050921_VV_79C9-BURST,2024-06-04,2024-06-04 05:09:22,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20240604T050924_VV_79C9-BURST,2024-06-04,2024-06-04 05:09:25,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20240607T164437_VV_1F30-BURST,2024-06-07,2024-06-07 16:44:38,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20240614T163626_VV_D0B5-BURST,2024-06-14,2024-06-14 16:36:28,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20240614T163629_VV_D928-BURST,2024-06-14,2024-06-14 16:36:30,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20240616T050921_VV_1C3D-BURST,2024-06-16,2024-06-16 05:09:22,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20240616T050923_VV_1C3D-BURST,2024-06-16,2024-06-16 05:09:24,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20240619T164437_VV_1612-BURST,2024-06-19,2024-06-19 16:44:38,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20240626T163626_VV_17EA-BURST,2024-06-26,2024-06-26 16:36:27,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20240626T163628_VV_BEFD-BURST,2024-06-26,2024-06-26 16:36:30,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_154962_IW2_20240701T164436_VV_90A5-BURST,2024-07-01,2024-07-01 16:44:37,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_045866_IW2_20240710T050919_VV_3C4E-BURST,2024-07-10,2024-07-10 05:09:21,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20240710T050922_VV_3C4E-BURST,2024-07-10,2024-07-10 05:09:23,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20240713T164436_VV_C277-BURST,2024-07-13,2024-07-13 16:44:37,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20240720T163625_VV_E8B8-BURST,2024-07-20,2024-07-20 16:36:26,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20240720T163628_VV_5D97-BURST,2024-07-20,2024-07-20 16:36:29,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20240722T050919_VV_10FA-BURST,2024-07-22,2024-07-22 05:09:20,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20240722T050922_VV_10FA-BURST,2024-07-22,2024-07-22 05:09:23,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20240725T164436_VV_8847-BURST,2024-07-25,2024-07-25 16:44:37,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20240801T163625_VV_8DF6-BURST,2024-08-01,2024-08-01 16:36:26,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20240801T163628_VV_5771-BURST,2024-08-01,2024-08-01 16:36:29,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20240803T050919_VV_CF6F-BURST,2024-08-03,2024-08-03 05:09:20,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20240803T050922_VV_CF6F-BURST,2024-08-03,2024-08-03 05:09:23,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20240806T164436_VV_A011-BURST,2024-08-06,2024-08-06 16:44:37,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20240813T163624_VV_A6F3-BURST,2024-08-13,2024-08-13 16:36:25,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20240813T163627_VV_1ADB-BURST,2024-08-13,2024-08-13 16:36:28,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20240815T050919_VV_0513-BURST,2024-08-15,2024-08-15 05:09:20,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20240815T050922_VV_0513-BURST,2024-08-15,2024-08-15 05:09:23,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20240818T164436_VV_9267-BURST,2024-08-18,2024-08-18 16:44:37,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20240825T163625_VV_8F71-BURST,2024-08-25,2024-08-25 16:36:26,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20240825T163628_VV_3C5B-BURST,2024-08-25,2024-08-25 16:36:29,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20240827T050919_VV_9BBC-BURST,2024-08-27,2024-08-27 05:09:20,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20240827T050922_VV_9BBC-BURST,2024-08-27,2024-08-27 05:09:23,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20240830T164436_VV_B916-BURST,2024-08-30,2024-08-30 16:44:37,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20240906T163625_VV_338B-BURST,2024-09-06,2024-09-06 16:36:26,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20240906T163628_VV_310D-BURST,2024-09-06,2024-09-06 16:36:29,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20240908T050920_VV_2D2C-BURST,2024-09-08,2024-09-08 05:09:21,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20240908T050922_VV_2D2C-BURST,2024-09-08,2024-09-08 05:09:23,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20240911T164436_VV_F675-BURST,2024-09-11,2024-09-11 16:44:37,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20240918T163626_VV_E718-BURST,2024-09-18,2024-09-18 16:36:27,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20240918T163629_VV_5979-BURST,2024-09-18,2024-09-18 16:36:30,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20240920T050920_VV_01ED-BURST,2024-09-20,2024-09-20 05:09:21,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20240920T050923_VV_01ED-BURST,2024-09-20,2024-09-20 05:09:24,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20240923T164437_VV_A4D9-BURST,2024-09-23,2024-09-23 16:44:38,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20240930T163626_VV_3532-BURST,2024-09-30,2024-09-30 16:36:27,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20240930T163629_VV_B6F8-BURST,2024-09-30,2024-09-30 16:36:30,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20241002T050920_VV_86BF-BURST,2024-10-02,2024-10-02 05:09:21,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20241002T050923_VV_86BF-BURST,2024-10-02,2024-10-02 05:09:24,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20241005T164437_VV_9E09-BURST,2024-10-05,2024-10-05 16:44:38,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20241012T163626_VV_8AC2-BURST,2024-10-12,2024-10-12 16:36:27,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20241012T163629_VV_EA20-BURST,2024-10-12,2024-10-12 16:36:30,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20241014T050921_VV_B810-BURST,2024-10-14,2024-10-14 05:09:22,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20241014T050923_VV_B810-BURST,2024-10-14,2024-10-14 05:09:24,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20241017T164437_VV_267E-BURST,2024-10-17,2024-10-17 16:44:38,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20241024T163626_VV_18DA-BURST,2024-10-24,2024-10-24 16:36:27,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20241024T163629_VV_545B-BURST,2024-10-24,2024-10-24 16:36:30,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20241026T050920_VV_8FFD-BURST,2024-10-26,2024-10-26 05:09:21,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20241026T050923_VV_8FFD-BURST,2024-10-26,2024-10-26 05:09:24,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20241029T164437_VV_0C6D-BURST,2024-10-29,2024-10-29 16:44:38,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20241105T163626_VV_4D47-BURST,2024-11-05,2024-11-05 16:36:27,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20241105T163629_VV_780D-BURST,2024-11-05,2024-11-05 16:36:30,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20241107T050920_VV_EBAD-BURST,2024-11-07,2024-11-07 05:09:21,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20241107T050923_VV_EBAD-BURST,2024-11-07,2024-11-07 05:09:24,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20241110T164437_VV_BCC9-BURST,2024-11-10,2024-11-10 16:44:38,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20241117T163626_VV_9320-BURST,2024-11-17,2024-11-17 16:36:27,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20241117T163628_VV_F933-BURST,2024-11-17,2024-11-17 16:36:30,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20241119T050920_VV_AE4C-BURST,2024-11-19,2024-11-19 05:09:21,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20241119T050922_VV_AE4C-BURST,2024-11-19,2024-11-19 05:09:24,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20241122T164436_VV_46A4-BURST,2024-11-22,2024-11-22 16:44:37,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20241129T163625_VV_2946-BURST,2024-11-29,2024-11-29 16:36:26,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20241129T163628_VV_16B1-BURST,2024-11-29,2024-11-29 16:36:29,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_154962_IW2_20241204T164435_VV_7558-BURST,2024-12-04,2024-12-04 16:44:36,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20241211T163624_VV_75E3-BURST,2024-12-11,2024-12-11 16:36:25,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20241211T163627_VV_646C-BURST,2024-12-11,2024-12-11 16:36:28,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20241213T050918_VV_4B83-BURST,2024-12-13,2024-12-13 05:09:19,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20241213T050921_VV_4B83-BURST,2024-12-13,2024-12-13 05:09:22,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20241216T164434_VV_EE1D-BURST,2024-12-16,2024-12-16 16:44:35,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
S1_374052_IW1_20241223T163623_VV_1B95-BURST,2024-12-23,2024-12-23 16:36:24,ASCENDING,175,175_374052_IW1,IW1,VV,SENTINEL-1A
S1_374053_IW1_20241223T163625_VV_3255-BURST,2024-12-23,2024-12-23 16:36:27,ASCENDING,175,175_374053_IW1,IW1,VV,SENTINEL-1A
S1_045866_IW2_20241225T050917_VV_7A63-BURST,2024-12-25,2024-12-25 05:09:18,DESCENDING,22,022_045866_IW2,IW2,VV,SENTINEL-1A
S1_045867_IW2_20241225T050919_VV_7A63-BURST,2024-12-25,2024-12-25 05:09:20,DESCENDING,22,022_045867_IW2,IW2,VV,SENTINEL-1A
S1_154962_IW2_20241228T164433_VV_6152-BURST,2024-12-28,2024-12-28 16:44:34,ASCENDING,73,073_154962_IW2,IW2,VV,SENTINEL-1A
